investor_uuid,investor_name
0fb095e9-68aa-888c-676a-fa19b493102f,Josef Brunner
a7a11adb-7c64-c4f6-d1e5-ceafe085f016,David Marcus
e11c1946-f18b-b602-80d9-b4930d17ce9d,Rob Hayes
28901ad3-68c8-47c5-bae2-4bd5b3752beb,Webinfluence Group
2d926e11-148e-6223-732b-1bdf739bbe9f,Yifan Li
cf86a81a-aa16-3a1d-a147-bc137f9eb476,Start Co.
ad5a38c7-6ce7-4806-b4b4-39ee8f042bf2,Artesian/GRDC GrainInnovate Fund
8c53ee5e-492b-335d-fd28-a60886e657be,Taimur Rashid
25ca6d80-439c-7f89-80d9-62765e2826f2,Vunani
bcecc952-0ff2-4f67-a105-20c9751a49ba,Bearing Ventures
a1b6702a-3fda-4da7-b386-caec84bec73d,Wayne Miles
54ecd574-45ed-422e-a872-d8d42caee251,Stacy Hong
3dee80d5-b655-490f-a34c-8d1034252b84,Samara Hernandez
3313c76d-c9a6-45f2-91d4-f4a203118f2f,Jenny Wang
706d3968-95ed-17dd-ecb7-0510389e15fa,JDRF T1D Fund
003f3ddc-0be0-4616-9a9d-b95f8cdf3bbb,Venture Products Group
6323e514-5570-38b3-d149-a528643bab75,Phil Kearney
568cccee-f256-46d6-8c99-b965bc156bfe,The MBA Fund
8631be20-88fd-7ed6-d475-fa042811fcaf,Prime Venture Partners
30f82671-cfa8-a7cd-f8d0-2078c2b20f9d,Dillon Breslin
c740feda-1aab-4c9d-9c14-7b0f845b1cd7,Esther Crawford
d64f4af9-259b-e0e2-9f4e-d09f6e83dd04,Brad Burnham
6d1fa6d0-8375-4a22-8bc4-5038476272f4,Campitor
93c83e3a-46d8-4bf4-a402-bc4b1b0f5d75,Neil Jacobs
a657f4c5-8fc8-8ab1-0950-23ef81e3f779,Bull Partners
b6fc752f-613d-47d7-afdd-105fc2a1a565,Wheelhouse Digital Studio
64eeee21-1fdf-6d72-c84b-56bf5b480c6c,Rich Paret
b9919a38-e9db-bdcd-fc83-a3c73e0cb225,Tasrin Investments LTD
ff5f4de6-4ac2-9dc1-3cb7-0878128f5541,Pulte Group
fbd1d018-9f2d-4d78-b445-22c5e0a9e2fa,Mariano Conti
39b065bd-472e-0617-cb00-eeaa6f4aab95,Lisha Li
91c61bb3-c9f8-de9c-2d1a-922abadaeb1b,George Strompolos
08ac3000-5e33-4e59-880f-c3fb45ff9127,TinyUtility Limited
a52815c6-e14e-49a0-aff0-15ae45cf4f1b,JANSZKY GmbH
27733101-9559-934e-6ba1-c445d7d005d1,Allen Zhang
54021c18-d395-cfb3-961a-4ee9f0ba93c1,N29 Capital Partners
a8bb1d23-de91-43b8-8b5e-bc4982ac7a3f,Warren East
ac26e58e-83ba-f406-0ad6-d3dbc0cb1db4,Alejandro Dussan
ae7c3ce6-8636-4e99-b7a6-69317447a45a,Hartmut Neven
159ba56e-5b3b-49f5-882b-b5687b18cc9e,GEV Ventures
ba1c09a0-0d1d-34b4-03fc-157957462f90,Awais Nemat
a19580bd-2b33-7cbd-a244-9b5eed281324,Steve Johnston
0724ed01-70f4-45de-5a44-606184695078,Half the World Holdings
8ccd99a5-f57d-484b-977f-52e25e43f8a7,Accelerate Blue Fund
c994f6ce-1d2f-47c6-ba09-e4229113f0f4,Keith Masuda
a4d475ce-d6a9-0069-00f8-452bc66e0415,Joey Levin
34900baa-bdd2-c52c-624f-40b4e3524127,Binu Girija
fe4742ca-a035-ff52-c17d-59bddbd0f2b6,Prosper Women Entrepreneurs
fc5b05ab-611d-709f-a897-04c4273ef162,Bill Krause
145805da-6bf4-e504-dffc-b9da1718475c,Preston Butcher
06b60d54-9628-06d3-e4c3-fb446b962988,Will Kassoy
56960d8d-c923-4f64-a9b8-a2b00fc1be9e,Bryce Ferguson
8cf53bd4-d938-d421-b4e3-832471fe0bcb,Kevin Hoque
5ce5c0c3-76d0-4e22-b9d1-1ab8bf5a95ca,GoHub Ventures
b41089ca-8424-ce26-4a77-d0d66606efc8,Point72 Ventures
5815222e-0faf-46fa-8ccf-012e813e6167,Richard Blum
98bd0b6d-774f-5537-adac-71e1c38b3c24,Aloke Bajpai
cd3a968d-b2d8-4f92-8689-c4216cb80441,Cristobal Forno
dede48d9-05ea-42af-7eda-a8963a67afa6,Braxton Carter
67b85347-f574-4adc-8727-b6dcf1e56c7c,Catherine Wu
23de1801-6959-4a33-bc82-f2426408e88c,Coco Mao
2be7c15b-4d55-48fe-ab8b-fdcbf31419a0,InnerProduct Partners
f12cbac8-d003-4979-93e3-8a3238cf067b,Thomas Piccirello
3ce533ed-186b-2f35-5a4a-55ee51bcdc51,Ann Arbor SPARK
1f190870-dc61-4652-bd54-ca098edd1d4b,Johnson & Johnson Innovation – JJDC
b7bb6f0a-f4ff-4836-94c5-44aa0edd259e,Operator Exchange
4b59d68f-a9ec-6974-ae28-2282ef9481ac,Stefan Mariën
caffa196-af7d-4670-9233-29f77b769c45,Intersection Growth Partners
6ce7cd3f-4a45-439a-a787-3fd47122931c,Andrei Bara
6b1ddd99-61fa-bca9-1c88-ff91a11f78af,David Beirne
16c534de-dc9f-4596-9c59-df2368699821,Arc Impact
04850d4f-10e8-1f2f-e54a-2b9ceae952d5,Qualcomm Ventures
d6d41e0f-7e06-46ab-bf23-a8bf6bc65192,Ericka Verrett
9eb08770-adbf-b23e-0fbe-06725e7215f3,John Jannotti
3a2d0c77-003a-d2de-ae17-07d9a7fcc53c,Michael Salguero
d8ed72f8-713f-2609-1743-569a91ac80c2,Jeremy Bondy
154b5878-98d8-5ca5-51be-3b990417e03b,ElevenX Capital
e69099cb-7dd2-9077-27e9-021cf2eaee14,Nigel Morris
ca3cc2dc-9346-cb79-f950-1ad1e7975b36,Funday Factory
8e8513be-167d-b94b-b44a-168c1ffb554f,DDBK PARTNERS
0b277b27-b0ae-53b1-aa5e-49949cb7b97a,Crawley Ventures
06150db0-098d-28d6-89cf-2c689f254b72,Jeff Richards
180b0277-7cf9-745c-cd13-09887fb7206f,Hilary Duff
c92471f5-0663-4503-926a-e1b673725046,Stephen de Zordo
3791af42-38df-475f-8220-c18d2144abdc,Next Retail Concepts
2cb4cd68-d480-ba3f-4902-26c2555a7839,Astia Angels
19dee8b3-615d-4766-b450-0080c7d007d1,Matt Sornson
713834e1-41d7-4127-bdcd-c4d0f3f12c81,Avid Ventures
13437a6e-b8c0-4c91-a1ab-f7e4d89647df,Startup Yale
f3fe9511-caf0-73e6-3625-55b1b545e934,Yair Cohen
42ce9e9c-a9b3-303d-fbeb-ebb8c85ab458,Chester Roh
85ae3837-f2a5-4285-a060-f61303b3c8e7,Bruce Schechinger
a3ebf911-3ac4-4f07-92ed-7bc5f66324b2,Ryan Allis
74d04092-b8c1-0dff-2843-5ec7e2272bd1,Ann Fandozzi
cb858420-eaf5-4269-c6eb-6916bee6a05b,Darlene Hedgecock
dd1b08ab-ecf8-50db-60a1-657e953cccfc,Boquan He
08d1593a-49fd-437b-a03d-73c1d8f7755c,The.AI Ventures
66527fac-e97d-c770-11c4-0d17edb5cec2,Scott Hanson
c812b61b-918c-d110-07c4-94d636025e54,Meron Capital
e06c1e81-947b-e3aa-891d-11438095e6a1,Harley Finkelstein
11752ceb-ae38-9630-f8b7-775acaf26085,Rakuten Capital
44d7cd4a-fdbc-4480-bde4-0926afc98b4a,Flywheel Investment Conference
79a39d1b-b021-0817-1f8f-f5167f9b2a31,Fintech Ventures Fund
289a3dae-5f5f-434a-b36f-828a03e61214,Animal Capital
f4a8a282-b057-44aa-beaf-76bc796371b4,Moise Emquies
1cf44769-947c-42ea-b9f9-48a5a9068ccb,PTGB Partners
7224a0ec-50fd-41a8-b808-6f7beaef3a2e,Tim Rann
221ff027-0925-3dc7-83a4-977d2b67ae4e,John Baumgartner
9118336f-850f-44c7-a464-8e6164446119,Ryan Roslansky
cb00a695-dc5e-4d72-9515-d4e263c6a6ed,Bioverge
e8856825-dd5e-4ee6-be6b-c537b215c2a9,Mark Hyman
113730ef-1498-f43b-a206-8078e2c16302,Jeff Smith
bcfae698-f90d-4294-52f2-5dbc2d678c87,Boston Syndicates (BOSS)
c3a3bfa0-fede-9a65-35fd-a9247b63a6a5,Scott Hartley
c1a20e98-46a8-76c8-c304-f555e13ef9aa,Chris Palmisano
8b5fbaa6-46ef-192b-0b59-cdbb041d5705,Bose International Investement Fund
421fccc6-ee50-4b38-9c78-6ce3dad3f696,Drew Herpich
95041a9f-e814-0ea8-e180-6d03389f3cb1,Deborah Benton
389ee7c8-6b42-1ed8-70f9-95c10d4d7765,Igor Shoifot
1d6186de-295c-e6ba-e10c-b913102819eb,Vast Ventures
acad2d0f-c009-1e94-4417-23bb05a94396,Andy Pai
c452649b-6f2a-489a-acd6-5d6b5a0cec0f,CryptoDiscover
af2e501f-6885-490a-bfa8-1128d958bd90,PancakeSwap
ab92ea58-cef6-9ba6-c9f1-553ab6f22b27,Arjun Dev Arora
c1cfac4c-cd3d-4484-a649-46a3bdfc31c1,Damien Fretay
01f29d0d-306a-4cee-b9fa-55e100dd5f33,Luke Saunders
8a2bc4fa-a1f6-d5ed-98ae-81da900a457a,HT Ventures
1a1195f9-ef17-4bd0-b8cf-f92bbbefebdc,Gursharn Arya
59caf96e-13c8-4238-9b37-f17e5d5f8499,Bob Hammer
5182847a-6ea1-6c0e-a958-c3c3add6d9e5,Massachusetts Life Sciences Center
7b768298-2141-400c-9f82-7b98d91b4f4d,7BC Venture Capital
c1163232-c625-420e-b222-ae6cc548cfcf,CityRock Venture Partners
aa91870f-9a60-4436-bc9f-2201cbbac127,Robson Oliveira
91c9df66-85aa-43e4-979e-722f79a3f89a,Yakumi
db954ffa-0f86-75e2-5bc0-592fe8a8d606,Alex Rogers
1ce8b3ee-e76f-4607-ba49-29db52459ec6,Altium Capital
c33b0736-4ea9-be5c-a488-0f931f754df2,Citadel
a37de4ed-5886-e288-1c52-0978a9d89d54,Jennifer Fleiss
146a247c-310e-8d2b-3dcd-1f8a744403f3,INCUBATE
76c6ad3c-fb42-4299-ba4c-86053cb16f2c,Bryce Neal
48938464-69e8-1b86-fd80-fe64f593dc4f,Harry Shum
b272ddce-0926-4851-93a8-5120d1cab4e2,Jim Kwik
af0e76cd-78d0-96f0-43f4-6f05aee68be0,Ken Moss
ecf4670e-32d4-4a03-9a38-73ee79aedb46,seedfeed
41c45e99-0620-fc7b-ed89-5c82572bf2c9,MedStar Health
47de5309-930d-4f31-8c80-9694eeff94eb,Nick Sainati
c15f6279-d80d-4248-b144-433053e7d36b,Trust Machines
6ea342dc-4a8c-4cda-9da5-2cb218e1663d,Volker Hirsch
c661994e-7fb8-4e80-a5c8-df21f43e51e3,Carol Clark
a12adba1-1940-9735-4284-511c35fbb50e,RevTech Labs
570add2c-0caa-554b-71a6-f577f925ccb8,Amit Patel
599c8d97-86e3-4db3-a718-a51821b584f0,HSCM Ventures
fd30dfb5-5b19-d0b4-4ccd-33efe43b6fdc,Charlie Stigler
5803357f-74db-b9cf-82ff-4f61335829b6,Greg Ross-Munro
a511362d-bcc1-4503-91dc-500fcfefaf54,ASU Innovation Open
b9f99b3f-587e-074e-6608-a82115b42036,Chris Keller
9e6bddfc-a378-ce6e-c3fe-af97b95a4744,Jock Percy
8fe9c3ab-ffe8-f027-b152-a5eb2d974c64,Darian Shirazi
31018dda-f9c7-432c-8140-7db19e988fb5,private institution
708d2f19-0be8-643b-4cf4-e55f3882113a,Dunlop Investor Group
5243a92c-b05a-7f7d-4e5a-11ba1863296c,Griffiss Institute Incubator
0dab6f2c-4eca-4fb2-aea2-fcd6aa195e90,Udi Shamay
fdb53c03-118b-5430-6b8e-15fa9a50103a,Alfred Chuang
5dec3287-5908-76bf-ab7a-476edf03b9fe,Dana Marotto
ec363de4-0c80-435f-ef34-89050daf36e4,Tom Moss
4695cc9d-a608-4293-a481-ccc725674383,Matt Lowe
8c1dc358-7cff-5e7a-fc1a-407dd5fb795f,Lakehouse Ventures
5e2025fd-21c2-7d76-810d-74c17eb17a20,Zsolt Pandi
926a9cd2-95f2-4069-237f-525c179928f6,Westlake International Group
4e3462be-2cca-b338-ede8-48ff6f82a116,Jamie Odell
73f7de8b-b00c-4908-88ea-e07e4d2df0a5,SMX Holdings LLC
c264bfed-f238-8372-27ba-6037682e87dc,Rishi Kacker
31997b5d-8c0f-f099-2cf5-c669288daf1d,dRx Capital
6a7cdf4b-baf8-41c4-9f99-a3a297e1e556,TopHacker
2c7fdbbe-57d5-48a7-8ce8-218dd1c2ff01,SM Investment Partners GP
5715a47f-fa1d-47e7-8bb8-2e31cdde97cf,Foxhog Ventures Corporation.
85313efd-9854-4a69-b02f-777ec28181b2,Rebekah Mercer
561e0e81-e388-ca4e-5f14-7671e93172fb,Black Ventures
f9512678-6bf3-831f-d450-9327dced53df,Vanderbilt University
891312db-863d-468d-932b-40a7d48a8558,OnRamp Insurance Accelerator
41cfe37d-4b0d-4b75-ba59-e59b0d3bfa77,Bruno Larvol
951805cc-9f5e-9a92-5661-60bb91ebabd7,Robert Beauchamp
b635cc7b-89d6-4fd6-b6db-725902ab0dac,Ruby Capital
7d69f438-e90d-6f45-099e-efb2d773cff3,Khaled Hussein
0857061d-290b-4edc-bcef-a476bd1639b3,First Row Partners
f957ef18-8011-49d1-9cd4-890ecd42c995,Jaxangels
d36839eb-6c12-edd2-74d0-e43ebf1f3c78,Douglas Feirstein
db268d75-225e-4238-95dd-2dfba8bde8a8,Genesis Ventures
0af2fd78-cb53-e522-f22b-3a8f044278b5,Paul Ahlstrom
9af7a4a6-85f9-e388-3fac-445980f67217,Yoann Turpin
0883b09e-675c-4cce-81ec-567e2120f57a,Elma Hawkins
0668f310-61ab-2cbb-88d6-1a14424e75db,Tokio Marine
54fb91b3-0d51-027d-4947-9635e5b5aa33,Alison Sweeney
16e1b44d-b702-8244-219b-333e08be9acc,Larry English
5d245263-04df-40c3-b7cb-7847ed471be6,Blaise Matuidi
776502c0-cbc7-42d1-85ce-1e6c821fff4d,Patrick Collison
43164ae0-7d53-8834-92bd-38c7c11f7714,Ascender
9ba88e9d-d35c-4697-ab1d-93a3cf8c6524,The Helm
d43d7ab9-18c6-6c04-47e6-b8974682b136,BoomStartup
f8d83138-551e-c99e-9be9-19291e68bb65,Jack Swift
2b750820-5202-4d50-8b2e-05f1e7a528fa,Ramez Naam Ventures
c96b34ee-0d61-41b4-b7f7-3612a94922d2,Austin Hamilton
d1f32ab0-5f84-4e18-a4d5-c8a53603369c,Sunhope Capital
523d7065-7faa-b631-dabe-8227a688159e,AXA Investment Managers
8748d039-85d7-6051-0bbf-d386f3f24c65,Ag Innovation Development Group
846712d4-975a-4f61-ad4d-fda67cbb4fbb,Purple Orange Ventures
918b9104-3e34-3d4f-20a8-6632d10939f6,Peter Y. Chung
8f572576-f02a-a13f-5a16-5c4a11e0dc4a,Andrea Zurek
0fe1ac86-cd26-ed4e-1836-36f82078e144,David Segura
1be8db13-ce6a-d5e5-768d-a0f00445798b,Deepbridge Capital
71bf49a1-59f2-4bb2-9140-4d29320afcc9,Seth Weinstein
417264b3-2ec9-474c-b40a-0ad098b82b23,Ja'Nese Jean
e0d492cc-b7ea-4e64-9dc1-af0ff8efaecd,Richard Li
c9a9b819-71f3-d072-7d34-9a875212ee44,Shan Krishnasamy
95ac8d41-5805-b036-6981-5ecd0861b024,Huican Zhu
75e7d1a0-a73a-9601-6309-48444512a4ea,Giovanni Colella
120986bf-73a4-4b32-aa12-b270fd1ea965,Shane Vitarana
9a00d807-8686-4d50-a937-41836f1bf241,Rudin Ventures
af1cb234-2108-fc02-272a-5ade65278655,Thomson Reuters
76c79cfb-6e74-67fa-fd9c-2434c83a613e,Kevin Milden
8bc01441-69d2-4a11-93a9-af5c4e88bec2,Buffalo Innovation Seed Fund
ff3d55ee-13c9-4fdc-90ce-abc497c01106,Redline DAO
e089536c-4c58-4fe8-1a67-a943122e0eaa,Fabian Fernandez
0cee6361-0b25-c802-f16b-260552f5c2bd,Macnica Ventures
1a590cba-9399-18c6-b87c-ddbf966abbcb,Quasar Builders
9ca27a80-7220-5564-06d0-048765071008,Paula Mariwala
29e2229f-dc85-04bf-bf2a-176dee522496,InReach Ventures
b69a925b-aa38-4b96-977a-326689203fe7,Ankit Gupta
641b5057-3218-2256-c3cf-87c84a75159f,Dan Murray
cd2cdef5-678a-c941-c118-3c20098fa8ea,SerenITaaS
65594e4d-cda4-4965-a582-aa7b468509bb,MEST AFRICA
21ab7773-a8f8-6aa7-f1ec-24927e98dd0b,Eytan Wiener
7a67d8df-07b2-4c91-d802-b987eeaff625,David Rook
8e27b039-88d9-4e83-aca7-37e62a123623,Justin Coulombe
db8b8af4-c812-f357-2bfe-890ca7225911,Plug and Play Insurtech
e48fb4cd-653e-69e0-59f9-e7646f9fafe0,Babak Rasolzadeh
a67fe1b3-f4e4-c5d3-a48b-903ca11e88f0,Commonweal Ventures
03003464-8f24-7fa2-dd8d-512864c15261,Julian Eison
7cde3721-e94d-e412-27dc-2596d833d0e2,Nicholas Warner
45920050-5b76-43f2-b251-e6260ffa738a,SWAN Venture Group
226d114b-406e-fd46-3939-9c5707310d09,Theron Tock
1e6bfd96-0ca7-43a7-812f-16b43bf73277,Santa Cruz Ventures
b008a986-1dfd-0aa2-b0b2-e8846dbebdf9,Tim Sadler
1dd75c3c-5689-e307-dbc0-fd02ddf309f1,Rho Capital Partners
77b50393-a0bf-af81-2e55-feaa3cdc7b92,JTDK Corporation
28e027a3-c6b6-ad10-f222-291be81f1f61,Nick Sullivan
6a55fa29-0e7a-4441-838d-32471a064e06,Lex Borrero
34877abc-05f1-5081-36cb-4d4c390a8135,Shaherose Charania
57164fbd-a353-7257-6cba-3f09315a8721,Round13 Capital
b38ffef8-7262-d106-3d58-58ac8c9d9ee0,Startupbootcamp Scale Digital Health Miami
68ef9489-acd4-4f5a-9872-2ac70150e1d8,Michael Thomas
556b2d30-18eb-8b6a-d567-8b0efa493e85,Abhinav Shashank
3db7e789-4ed8-4a3c-8dd9-80c0d6d19c57,Clover Finance
fc45a7fe-f078-4d03-198b-f45c67dc6779,VCapital
d8371d70-6360-66c0-8212-5994eab72020,Tirthal Patel
e8b3ec09-ac71-c207-fc45-6deea356a733,Wet Paint Ventures
92b50bab-1a3e-47fa-69a4-fad7692c07a1,Rand Hindi
38a2cfd8-31bf-64db-faca-486386e44406,BBG Ventures
e879c99c-8c47-d19f-6068-dadef21a314e,Ray Wirta
6fc0124e-77ae-abf9-b5d4-66a8eb9a3533,Mostafa Ronaghi
51f3c344-c738-4d1a-89d3-4bf0f36a2155,Adam Zeplain
c0b73a9c-578c-41c2-ae7a-f18168f9bc5c,Fred Radford
34f3a258-2a84-40ec-98e4-fced145fc7fa,Southland Industries
7d9ba179-7efa-90de-afa1-3c1921e0e83b,Space Pirates
696be5a0-b81d-4c15-a4ad-6a064193884a,Sanjay Somasundaram
9b7979fa-6662-4948-b6c5-f169aa998b4e,Citi Impact Fund
0dc3bff7-f2e3-4f07-9de9-9261fe958cb1,Saison Capital
e9b2d3b9-5606-4c74-b898-23fbfe7c026c,Jingle Dr
34aeea55-2f52-4ffc-8bc5-a06604ecfc92,TRADE X
877a531c-20b4-106b-2433-a08e1ec9de77,Victor Wang
bf35df95-2d7c-6e39-c2db-690125dbaca3,Willamette Angel Conference
c72cb1b6-14f5-ff1f-7bb8-dc25b033576c,Chris Risley
053ccfb0-4b37-49b1-ba4a-b08181b01293,Aura Innovation Fund
2b093ae7-7907-4ab3-9b81-415c4c02ab7f,India Accelerator
fcf176a5-3751-afaa-5218-8650536d7314,Oregon Story Board
b8599a73-a409-486f-bef7-1d54fac7ceb3,Titan Angels
f70ddad1-807b-4790-b240-a28f91b00d33,Isaac Mashman
617fa9a8-455e-e328-9189-698213c84dfc,Brigette Lau
85fad647-bb44-147b-e851-e7ff3e21e4b4,Chris Eyre
91447e5d-bd33-4f3e-ae5d-ec484173c115,Liat Bycel
2ceb35d9-301a-33dc-ba0c-2a584dea5934,Jacki Zehner
8bdffc22-31b4-0246-34c9-6d9309649f28,Andrew Shannon
3507c8ac-ce2a-b1b0-d164-bc10a28ead17,Sajid Rahman
ecbeb9dd-dded-18f1-d4a2-a8a3306f9bdd,Steve Lee
e4b1747b-71b6-4050-b1b5-3a22ef2834cd,Jassi Vamadevan
1c2272a7-7ad3-4660-8f7c-3a9e95e2edb3,InventoryLab
f3f2e435-b20e-6897-258a-50486b27f481,Quikr
f72877d8-5a91-40e5-b315-2a5cea680535,Stemtech LLC
dea47009-2483-d862-4ed7-ce442fd982fa,Northwell Ventures
eb8f4e64-d0f3-a87b-9fc6-f93d6b26051a,Itamar Mula
06afbc83-24eb-44fe-b1a5-b1362d73d384,Zell Capital
91ba6f67-3e37-33b7-2914-22554b1bf961,Richard Dalzell
9fe1679c-c522-3950-0098-7eb53539f24e,Jordan Greenhall
73aadbf4-db86-4cf1-8c97-3c022f5fe10a,Deepcore
eb195448-cb15-4dac-d0e5-0f2d2bf9f4a1,Prehype
ff26904c-b4a3-bb61-7a54-fcd3375b2b3d,Inveready
bba8f0f0-ae05-42f5-b747-0d2ab9a83f26,Nicole Ihasz
1438d291-091b-4030-af80-ffa47654406f,Didier Valet
bd76fb0a-a73c-4c03-96d4-b4e53ea9a289,Capital7
d5809dcc-b27c-4703-8ec7-54a8c4e1c5b4,Scott Kalniz
0cdb0e0b-602e-8827-a424-cfa8b19eb54a,John Clark
bea83301-0588-4710-341f-301373ff62c9,Neil Hunt
dca292c8-e037-4925-99d1-2c1647e22208,Kairos Angels
89f8ed34-bf55-6a61-191f-e984aa0acc60,Distill Ventures
02e8d243-ae27-9059-b95b-3ad0fc5a97f9,Southern Oregon Angel Investors Network
d094c063-21eb-71ab-98d8-324b3f4d462b,Roman Leal
1952b2a8-7b58-012c-ef34-f341f0dac07f,Stewart Fortier
bd26993e-4d9b-4c65-bcee-dd9328bc6324,Dana Roffman
c2f57f33-6995-4a72-a0f4-710beff2035d,Defiance Ventures
6f5057e5-4664-41de-bf95-33ae6610d6c1,Crystal Sacca
a6b56be6-cb6a-f576-6e88-ebb37479ee0e,Nisha Dua
3b954031-2adb-04ab-0f0b-715ac4b8feeb,SALT
fec0f5ff-30df-4349-8632-10ea8c8992fc,Challenjers Capital
fe4b35c6-3ffd-5d4e-cc95-cab03c3c63a7,Trifecta Retail Ventures
056e2750-5417-421a-a3ea-624e67ba3e60,Kirsy Kullboer Rojo
35c81a51-d8a0-55c0-3a2d-fc3a14bcb205,Jim Boettcher
1ade5719-33e8-4127-8dfc-422732be26f1,Quincy Jones Productions
4a9a4130-5661-4315-9cd4-bbdc4155a72b,Emilia Capital
7e8d53af-8c66-ddd7-4f3c-dbe380f43a2c,Mohit Saxena
8a90f8d8-43e2-dff0-f276-bc7b7eee9f18,Pankaj Shah
d7675ab4-032a-77b0-ca2c-1e20e68861d0,Pekka Vartiainen
c9a97341-3af4-4747-a88b-a94f38775776,The Crypto Times
b66377e9-95c5-be8a-ee40-88774e8c145e,Bill Wise
68622fce-fe23-41c8-aee5-85ef059ba668,Matt Seliga
86d2c159-51c2-4be3-97ab-31bf21bebc0b,Venture to Future Fund
f2a4e65b-611c-474b-a961-ae154dba3476,Pete Mare
20469661-20e2-8590-fd69-cb4eca8278b0,cyber•Fund
ba03720a-1cd0-456a-93cf-67f296ea7d2a,Hustle
025b93ce-d000-4b9b-81fc-ff317af7b496,Megan Rapinoe
ffc00da0-0a08-4087-aec8-235b0c86682e,Robert del Naja
bb46844d-22a8-18e7-3d87-c17a2491bfae,Serguei Netessine
c9e44ddb-52ce-0a2c-56a7-f85755e395ba,Interactive Project LLC
f6411700-98f5-1eca-8cc3-cb8ae624590e,Marty Weiner
646477d4-528b-4f05-a7f4-ccf7d2169b3c,Kyle Robiskie
7a3beec1-dc8e-3d9a-3746-d3257242a88a,Paul Raether
6583186a-70eb-4f37-a515-eb06c927e5c5,Sanjay Manchanda
a8c01711-90c8-474c-9e3f-4926402f7979,WASEDA University Ventures
2722294d-2987-444c-1b81-c6190fda8854,Julien Quintard
40d7ebab-41b9-cb08-bc15-cf0b9eac9f4f,George Rose
2dfeae33-73d9-211f-db0a-d479fee53da0,AccelerateBaltimore
095abc10-3818-41f9-f8be-fb5f3f8b5001,Roxane Gay
05437f7c-29a8-712b-96ff-16056db9e967,David Roux
9a153b6f-4046-4a1b-8a8e-3d4a2026da22,Ogo ‏‏‎ ‎‏‏‎ ‎
df77dcb0-7c43-3424-0a51-6ab53b699ca1,Moelis & Company
edcb7448-ea73-49b6-86c6-35714fd3c3aa,Orion Depp
52f30c59-b70d-47f4-93e0-457878f7527f,iSmart Ventures
d983b331-0887-4aa5-b434-7ea736b4b149,Kerry Murphy
6ee64393-caba-4b5c-ae46-62bb28119ad2,Reinventure Capital
c8eac8ad-50cd-4e88-7e1e-22d2c7cb59c1,Darius Monsef
9d81e2f2-1ff5-0a58-3786-f9c9195ce9fe,Onepiece
4e9b6d1e-dc07-4165-b3dd-7be7bd7760ab,Founders Future
2f467996-b9df-43d7-92eb-b71e9494445c,Lotus Capital
f084df98-9c00-4f79-86b7-e0d770275c77,Southeast Minnesota Capital Fund
b9b892d0-a117-b15c-8dee-412fb5602442,Chad Loder
ba5c6fc5-38ff-2486-16b7-19b059339eed,Skolkovo Foundation
6144908d-43bc-43e2-bf83-f4048e94168d,Brightway Future Capital
ed947fb9-658a-4575-bd4c-c01655d870b1,Dispatch Ventures
c03cefbf-e374-430e-8967-d6feb3902c54,AfterWork Ventures
1432c29e-eb1a-46e1-8809-38bcd979d857,Azafran Capital Partners
5e35706f-62bd-4cfe-894b-74edf8c4feed,Michael Eisenberg
d1806dee-2ae6-4b88-4014-6510cfe7ec55,BioAdvance
99ead8a4-c9f1-458b-8dec-f132ad4f752c,Rookie Fund
7d025243-e14f-46b0-81cd-a41fdff38d9b,GS Capital
01e38b8e-468c-4832-b38b-5c60d9989dc4,Erwin Hosono
f48df30a-ac14-fc82-7fe4-361a2aff84fc,David Wieland
81d3f794-0ec0-4a94-903c-37beb3b6cebf,Mehta Ventures
540547bd-9eb0-4ad4-9ac3-cd098279fcd7,Vyne Dental
52a8924c-e68d-46fb-9596-0f8b28b60c2b,Cacao Capital
7d16eead-a9af-9101-ae03-42c043d69824,Thaddeus Young
bef79185-68b3-e60b-e873-17f857d26778,KV Rao
bccbdf05-7d07-472f-94b9-c9b302b2a1b3,Lacebark Investments
b21cb3be-0f84-4389-a6eb-3d83aec6f652,Krishan Grover
8783dde2-e00b-43c5-abd0-792fc4344e74,M Anees Khawaja
3740bb5e-d46b-4353-ada9-9ceb34445d8c,Nomad Capital
9bd9fd06-5e7a-cedb-61ec-3f85eec190b1,Beyoncé Knowles
2f21e127-dd97-4078-0028-3bf528c3f2db,Edward Chiu
9fc5ca79-6c31-4d19-a367-7aef5d8afbb5,Blockfills
3d926a20-c3c8-a8f5-5ca8-e1d96738d6d8,Beehive Holdings
2c16c2df-71ae-4f38-b1f5-faf778afddf7,Denis Yarats
9a189107-98c9-4b89-84b2-42c68f071754,Devang Thakkar
38128ce8-ccdd-4b18-0d4c-128f764041e8,Gateway
c91532e6-7a75-42fa-abca-db6364e5a4b7,Umur Ozal
28317126-e20b-dbc7-9ac1-1c0ebf19624e,Firat Isbecer
17dc3708-c5ff-42bb-1f8c-13ff4e631570,Olive Tree Capital
f1051a65-7726-4ff1-994a-d3c191b27830,Euclid Ventures
aae7e6ed-60df-8b12-d3bf-f8de4729ce11,Shripriya Mahesh
45511725-02db-4b36-8ec2-a511d217753d,Mark Anderson
0eaaa051-dc03-9849-4b16-8a86b43442f7,Curious Capital
34bdddf9-3c78-9b8b-0c61-c2f7d9b47719,RainmakeMe
c3d11178-5016-4027-a61b-adf580403eb0,Atlas Capital
